,account_id,created_date,campaign
162,3842542,2021-01-01,BRA_MS1_install
163,3842543,2021-01-01,BRA_MS1_install
164,3842544,2021-01-01,BRA_MS1_install
165,3842545,2021-01-01,BRA_MS1_install
166,3842546,2021-01-01,
167,3842547,2021-01-01,
168,3842548,2021-01-01,
169,3842549,2021-01-01,
170,3842550,2021-01-01,
171,3842551,2021-01-01,RUS_MS1_install
172,3842552,2021-01-01,
173,3842553,2021-01-01,RUS_MS1_install
174,3842554,2021-01-01,
175,3842555,2021-01-01,
176,3842556,2021-01-01,
177,3842557,2021-01-01,
178,3842558,2021-01-01,BRA_MS1_install
179,3842559,2021-01-01,BRA_MS1_install
180,3842560,2021-01-01,BRA_MS1_install
181,3842561,2021-01-01,BRA_MS1_install
182,3842562,2021-01-01,BRA_MS1_install
183,3842563,2021-01-01,
184,3842564,2021-01-01,BRA_MS1_install
185,3842565,2021-01-01,BRA_MS1_install
186,3842566,2021-01-01,BRA_MS1_install
187,3842567,2021-01-01,BRA_MS1_install
188,3842568,2021-01-01,BRA_MS1_install
189,3842569,2021-01-01,BRA_MS1_install
190,3842570,2021-01-01,UKR_MS1_install
191,3842571,2021-01-01,RUS_MS1_install
192,3842572,2021-01-01,RUS_MS1_install
193,3842573,2021-01-01,UKR_MS1_install
194,3842574,2021-01-01,
195,3842575,2021-01-01,BRA_MS1_install
196,3842576,2021-01-01,BRA_MS1_install
197,3842577,2021-01-01,BRA_MS1_install
198,3842578,2021-01-01,
199,3842579,2021-01-01,
200,3842580,2021-01-01,
201,3842581,2021-01-01,
202,3842582,2021-01-01,BRA_MS1_install
203,3842583,2021-01-01,BRA_MS1_install
204,3842584,2021-01-01,RUS_MS1_install
205,3842585,2021-01-01,BRA_MS1_install
206,3842586,2021-01-01,BRA_MS1_install
207,3842587,2021-01-01,
208,3842588,2021-01-01,
209,3842589,2021-01-01,
210,3842590,2021-01-01,BRA_MS1_install
211,3842591,2021-01-01,
212,3842592,2021-01-01,
213,3842593,2021-01-01,
214,3842594,2021-01-01,
215,3842595,2021-01-01,RUS_MS1_install
216,3842596,2021-01-01,
217,3842597,2021-01-01,
218,3842598,2021-01-01,UKR_MS1_install
219,3842599,2021-01-01,
220,3842600,2021-01-01,
221,3842601,2021-01-01,
222,3842602,2021-01-01,BRA_MS1_install
223,3842603,2021-01-01,
224,3842604,2021-01-01,
225,3842605,2021-01-01,
226,3842606,2021-01-01,BRA_MS1_install
227,3842607,2021-01-01,
228,3842608,2021-01-01,
229,3842609,2021-01-01,UKR_MS1_install
230,3842610,2021-01-01,
231,3842611,2021-01-01,
232,3842612,2021-01-01,BRA_MS1_install
233,3842613,2021-01-01,RUS_MS1_install
234,3842614,2021-01-01,
235,3842615,2021-01-01,BRA_MS1_install
236,3842616,2021-01-01,BRA_MS1_install
237,3842617,2021-01-01,
238,3842618,2021-01-01,UKR_MS1_install
239,3842619,2021-01-01,
240,3842620,2021-01-01,BRA_MS1_install
241,3842621,2021-01-01,
242,3842622,2021-01-01,RUS_MS1_install
243,3842623,2021-01-01,BRA_MS1_install
244,3842624,2021-01-01,BRA_MS1_install
245,3842625,2021-01-01,BRA_MS1_install
246,3842626,2021-01-01,
247,3842627,2021-01-01,RUS_MS1_install
248,3842628,2021-01-01,BRA_MS1_install
249,3842629,2021-01-01,UKR_MS1_install
250,3842630,2021-01-01,
251,3842631,2021-01-01,BRA_MS1_install
252,3842632,2021-01-01,
253,3842633,2021-01-01,RUS_MS1_install
254,3842634,2021-01-01,BRA_MS1_install
255,3842635,2021-01-01,BRA_MS1_install
256,3842636,2021-01-01,RUS_MS1_install
257,3842637,2021-01-01,
258,3842638,2021-01-01,BRA_MS1_install
259,3842639,2021-01-01,BRA_MS1_install
260,3842640,2021-01-01,BRA_MS1_install
261,3842641,2021-01-01,BRA_MS1_install
262,3842642,2021-01-01,BRA_MS1_install
263,3842643,2021-01-01,
264,3842644,2021-01-01,UKR_MS1_install
265,3842645,2021-01-01,
266,3842646,2021-01-01,BRA_MS1_install
267,3842647,2021-01-01,
268,3842648,2021-01-01,BRA_MS1_install
269,3842649,2021-01-01,
270,3842650,2021-01-01,BRA_MS1_install
271,3842651,2021-01-01,RUS_MS1_install
272,3842652,2021-01-01,
273,3842653,2021-01-01,
274,3842654,2021-01-01,BRA_MS1_install
275,3842655,2021-01-01,PR_youtube_bloger
276,3842656,2021-01-01,
277,3842657,2021-01-01,
278,3842658,2021-01-01,BRA_MS1_install
279,3842659,2021-01-01,BRA_MS1_install
280,3842660,2021-01-01,BRA_MS1_install
281,3842661,2021-01-01,BRA_MS1_install
282,3842662,2021-01-01,BRA_MS1_install
283,3842663,2021-01-01,BRA_MS1_install
284,3842664,2021-01-01,
285,3842665,2021-01-01,BRA_MS1_install
286,3842666,2021-01-01,BRA_MS1_install
287,3842667,2021-01-01,BRA_MS1_install
288,3842668,2021-01-01,BRA_MS1_install
289,3842669,2021-01-01,
290,3842670,2021-01-01,BRA_MS1_install
291,3842671,2021-01-01,BRA_MS1_install
292,3842672,2021-01-01,BRA_MS1_install
293,3842673,2021-01-01,
294,3842674,2021-01-01,BRA_MS1_install
295,3842675,2021-01-01,BRA_MS1_install
296,3842676,2021-01-01,BRA_MS1_install
297,3842677,2021-01-01,
298,3842678,2021-01-01,UKR_MS1_install
299,3842679,2021-01-01,BRA_MS1_install
300,3842680,2021-01-01,BRA_MS1_purchase
301,3842681,2021-01-01,
302,3842682,2021-01-01,UKR_MS1_install
303,3842683,2021-01-01,BRA_MS1_install
304,3842684,2021-01-01,
305,3842685,2021-01-01,BRA_MS1_install
306,3842686,2021-01-01,BRA_MS1_install
307,3842687,2021-01-01,BRA_MS1_install
308,3842688,2021-01-01,
309,3842689,2021-01-01,UKR_MS1_install
310,3842690,2021-01-01,RUS_MS1_install
311,3842691,2021-01-01,
312,3842692,2021-01-01,BRA_MS1_install
313,3842693,2021-01-01,RUS_MS1_install
314,3842694,2021-01-01,
315,3842695,2021-01-01,UKR_MS1_install
316,3842696,2021-01-01,
317,3842697,2021-01-01,
318,3842698,2021-01-01,
319,3842699,2021-01-01,
320,3842700,2021-01-01,
321,3842701,2021-01-01,BRA_MS1_install
322,3842702,2021-01-01,RUS_MS1_install
323,3842703,2021-01-01,
324,3842704,2021-01-01,
325,3842705,2021-01-01,
326,3842706,2021-01-01,BRA_MS1_install
327,3842707,2021-01-01,
328,3842708,2021-01-01,
329,3842709,2021-01-01,
330,3842710,2021-01-01,
331,3842711,2021-01-01,BRA_MS1_install
332,3842712,2021-01-01,BRA_MS1_install
333,3842713,2021-01-01,BRA_MS1_install
334,3842714,2021-01-01,BRA_MS1_install
335,3842715,2021-01-01,
336,3842716,2021-01-01,BRA_MS1_install
337,3842717,2021-01-01,BRA_MS1_install
338,3842718,2021-01-01,BRA_MS1_install
339,3842719,2021-01-01,BRA_MS1_install
340,3842720,2021-01-01,
341,3842721,2021-01-01,RUS_MS1_install
342,3842722,2021-01-01,
343,3842723,2021-01-01,BRA_MS1_install
344,3842724,2021-01-01,
345,3842725,2021-01-01,
346,3842726,2021-01-01,
347,3842727,2021-01-01,
348,3842728,2021-01-01,BRA_MS1_install
349,3842729,2021-01-01,
350,3842730,2021-01-01,
351,3842731,2021-01-01,
352,3842732,2021-01-01,BRA_MS1_install
353,3842733,2021-01-01,
354,3842734,2021-01-01,
355,3842735,2021-01-01,
356,3842736,2021-01-01,
357,3842737,2021-01-01,
358,3842738,2021-01-01,
359,3842739,2021-01-01,BRA_MS1_install
360,3842740,2021-01-01,
361,3842741,2021-01-01,BRA_MS1_install
362,3842742,2021-01-01,BRA_MS1_install
363,3842743,2021-01-01,BRA_MS1_install
364,3842744,2021-01-01,BRA_MS1_install
365,3842745,2021-01-01,
366,3842746,2021-01-01,BRA_MS1_install
367,3842747,2021-01-01,BRA_MS1_install
368,3842748,2021-01-01,
369,3842749,2021-01-01,
370,3842750,2021-01-01,BRA_MS1_install
371,3842751,2021-01-01,BRA_MS1_install
372,3842752,2021-01-01,BRA_MS1_install
373,3842753,2021-01-01,
374,3842754,2021-01-01,BRA_MS1_install
375,3842755,2021-01-01,BRA_MS1_install
376,3842756,2021-01-01,RUS_MS1_purchase
377,3842757,2021-01-01,
378,3842758,2021-01-01,
379,3842759,2021-01-01,RUS_MS1_install
380,3842760,2021-01-01,BRA_MS1_install
381,3842761,2021-01-01,
382,3842762,2021-01-01,BRA_MS1_install
383,3842763,2021-01-01,BRA_MS1_install
384,3842764,2021-01-01,BRA_MS1_install
385,3842765,2021-01-01,UKR_MS1_install
386,3842766,2021-01-01,
387,3842767,2021-01-01,BRA_MS1_install
388,3842768,2021-01-01,
389,3842769,2021-01-01,
390,3842770,2021-01-01,
391,3842771,2021-01-01,BRA_MS1_install
392,3842772,2021-01-01,BRA_MS1_install
393,3842773,2021-01-01,BRA_MS1_install
394,3842774,2021-01-01,
395,3842775,2021-01-01,
396,3842776,2021-01-01,
397,3842777,2021-01-01,
398,3842778,2021-01-01,BRA_MS1_purchase
399,3842779,2021-01-01,
400,3842780,2021-01-01,
401,3842781,2021-01-01,BRA_MS1_install
402,3842782,2021-01-01,BRA_MS1_install
403,3842783,2021-01-01,
404,3842784,2021-01-01,
405,3842785,2021-01-01,BRA_MS1_install
406,3842786,2021-01-01,
407,3842787,2021-01-01,BRA_MS1_install
408,3842788,2021-01-01,
409,3842789,2021-01-01,
410,3842790,2021-01-01,
411,3842791,2021-01-01,
412,3842792,2021-01-01,BRA_MS1_install
413,3842793,2021-01-01,BRA_MS1_install
414,3842794,2021-01-01,
415,3842795,2021-01-01,UKR_MS1_install
416,3842796,2021-01-01,
417,3842797,2021-01-01,
418,3842798,2021-01-01,BRA_MS1_install
419,3842799,2021-01-01,
420,3842800,2021-01-01,
421,3842801,2021-01-01,
422,3842802,2021-01-01,BRA_MS1_install
423,3842803,2021-01-01,BRA_MS1_install
424,3842804,2021-01-01,BRA_MS1_install
425,3842805,2021-01-01,UKR_MS1_install
426,3842806,2021-01-01,BRA_MS1_install
427,3842807,2021-01-01,BRA_MS1_install
428,3842808,2021-01-01,
429,3842809,2021-01-01,
430,3842810,2021-01-01,
431,3842811,2021-01-01,
432,3842812,2021-01-01,BRA_MS1_install
433,3842813,2021-01-01,BRA_MS1_install
434,3842814,2021-01-01,UKR_MS1_install
435,3842815,2021-01-01,BRA_MS1_install
436,3842816,2021-01-01,BRA_MS1_install
437,3842817,2021-01-01,
438,3842818,2021-01-01,
439,3842819,2021-01-01,BRA_MS1_install
440,3842820,2021-01-01,BRA_MS1_install
441,3842821,2021-01-01,BRA_MS1_install
442,3842822,2021-01-01,BRA_MS1_install
443,3842823,2021-01-01,PR_youtube_bloger
444,3842824,2021-01-01,
445,3842825,2021-01-01,UKR_MS1_install
446,3842826,2021-01-01,
447,3842827,2021-01-01,BRA_MS1_install
448,3842828,2021-01-01,BRA_MS1_install
449,3842829,2021-01-01,
450,3842830,2021-01-01,BRA_MS1_install
451,3842831,2021-01-01,BRA_MS1_install
452,3842832,2021-01-01,BRA_MS1_install
453,3842833,2021-01-01,
454,3842834,2021-01-01,
455,3842835,2021-01-01,
456,3842836,2021-01-01,BRA_MS1_install
457,3842837,2021-01-01,
458,3842838,2021-01-01,
459,3842839,2021-01-01,BRA_MS1_install
460,3842840,2021-01-01,BRA_MS1_install
461,3842841,2021-01-01,BRA_MS1_install
462,3842842,2021-01-01,
463,3842843,2021-01-01,
464,3842844,2021-01-01,
465,3842845,2021-01-01,BRA_MS1_install
466,3842846,2021-01-01,BRA_MS1_install
467,3842847,2021-01-01,RUS_MS1_install
468,3842848,2021-01-01,
469,3842849,2021-01-01,BRA_MS1_install
470,3842850,2021-01-01,
471,3842851,2021-01-01,UKR_MS1_install
472,3842852,2021-01-01,
473,3842853,2021-01-01,
474,3842854,2021-01-01,BRA_MS1_install
475,3842855,2021-01-01,
476,3842856,2021-01-01,
477,3842857,2021-01-01,BRA_MS1_install
478,3842858,2021-01-01,BRA_MS1_install
479,3842859,2021-01-01,BRA_MS1_install
480,3842860,2021-01-01,BRA_MS1_install
481,3842861,2021-01-01,BRA_MS1_install
482,3842862,2021-01-01,BRA_MS1_install
483,3842863,2021-01-01,BRA_MS1_install
484,3842864,2021-01-01,
485,3842865,2021-01-01,
486,3842866,2021-01-01,BRA_MS1_install
487,3842867,2021-01-01,BRA_MS1_install
488,3842868,2021-01-01,BRA_MS1_install
489,3842869,2021-01-01,
490,3842870,2021-01-01,BRA_MS1_install
491,3842871,2021-01-01,BRA_MS1_install
492,3842872,2021-01-01,
493,3842873,2021-01-01,BRA_MS1_install
494,3842874,2021-01-01,BRA_MS1_install
495,3842875,2021-01-01,BRA_MS1_install
496,3842876,2021-01-01,BRA_MS1_install
497,3842877,2021-01-01,RUS_MS1_install
498,3842878,2021-01-01,BRA_MS1_install
499,3842879,2021-01-01,BRA_MS1_install
500,3842880,2021-01-01,BRA_MS1_install
501,3842881,2021-01-01,RUS_MS1_install
502,3842882,2021-01-01,BRA_MS1_install
503,3842883,2021-01-01,BRA_MS1_install
504,3842884,2021-01-01,
505,3842885,2021-01-01,
506,3842886,2021-01-01,BRA_MS1_install
507,3842887,2021-01-01,BRA_MS1_install
508,3842888,2021-01-01,BRA_MS1_install
509,3842889,2021-01-01,BRA_MS1_install
510,3842890,2021-01-01,BRA_MS1_install
511,3842891,2021-01-01,
512,3842892,2021-01-01,
513,3842893,2021-01-01,
514,3842894,2021-01-01,BRA_MS1_install
515,3842895,2021-01-01,BRA_MS1_install
516,3842896,2021-01-01,PR_youtube_bloger
517,3842897,2021-01-01,
518,3842898,2021-01-01,BRA_MS1_install
519,3842899,2021-01-01,BRA_MS1_install
520,3842900,2021-01-01,BRA_MS1_install
521,3842901,2021-01-01,
522,3842902,2021-01-01,BRA_MS1_install
523,3842903,2021-01-01,BRA_MS1_purchase
524,3842904,2021-01-01,BRA_MS1_install
525,3842905,2021-01-01,
526,3842906,2021-01-01,
527,3842907,2021-01-01,BRA_MS1_install
528,3842908,2021-01-01,BRA_MS1_install
529,3842909,2021-01-01,UKR_MS1_install
530,3842910,2021-01-01,BRA_MS1_install
531,3842911,2021-01-01,
532,3842912,2021-01-01,BRA_MS1_install
533,3842913,2021-01-01,BRA_MS1_install
534,3842914,2021-01-01,BRA_MS1_install
535,3842915,2021-01-01,BRA_MS1_install
536,3842916,2021-01-01,
537,3842917,2021-01-01,
538,3842918,2021-01-01,BRA_MS1_install
539,3842919,2021-01-01,
540,3842920,2021-01-01,BRA_MS1_install
541,3842921,2021-01-01,BRA_MS1_install
542,3842922,2021-01-01,
543,3842923,2021-01-01,
544,3842924,2021-01-01,
545,3842925,2021-01-01,
546,3842926,2021-01-01,BRA_MS1_install
547,3842927,2021-01-01,BRA_MS1_install
548,3842928,2021-01-01,BRA_MS1_install
549,3842929,2021-01-01,
550,3842930,2021-01-01,RUS_MS1_install
551,3842931,2021-01-01,
552,3842932,2021-01-01,BRA_MS1_install
553,3842933,2021-01-01,RUS_MS1_install
554,3842934,2021-01-01,BRA_MS1_install
555,3842935,2021-01-01,
556,3842936,2021-01-01,BRA_MS1_install
557,3842937,2021-01-01,BRA_MS1_purchase
558,3842938,2021-01-01,BRA_MS1_install
559,3842939,2021-01-01,
560,3842940,2021-01-01,
561,3842941,2021-01-01,RUS_MS1_install
562,3842942,2021-01-01,BRA_MS1_install
563,3842943,2021-01-01,BRA_MS1_install
564,3842944,2021-01-01,
565,3842945,2021-01-01,BRA_MS1_install
566,3842946,2021-01-01,
567,3842947,2021-01-01,
568,3842948,2021-01-01,RUS_MS1_purchase
569,3842949,2021-01-01,BRA_MS1_install
570,3842950,2021-01-01,
571,3842951,2021-01-01,BRA_MS1_install
572,3842952,2021-01-01,
573,3842953,2021-01-01,BRA_MS1_install
574,3842954,2021-01-01,BRA_MS1_install
575,3842955,2021-01-01,BRA_MS1_install
576,3842956,2021-01-01,
577,3842957,2021-01-01,
578,3842958,2021-01-01,BRA_MS1_install
579,3842959,2021-01-01,
580,3842960,2021-01-01,
581,3842961,2021-01-01,BRA_MS1_install
582,3842962,2021-01-01,BRA_MS1_install
583,3842963,2021-01-01,BRA_MS1_purchase
584,3842964,2021-01-01,
585,3842965,2021-01-01,BRA_MS1_install
586,3842966,2021-01-01,RUS_MS1_install
587,3842967,2021-01-01,
588,3842968,2021-01-01,BRA_MS1_install
589,3842969,2021-01-01,
590,3842970,2021-01-01,BRA_MS1_install
591,3842971,2021-01-01,
592,3842972,2021-01-01,BRA_MS1_install
593,3842973,2021-01-01,
594,3842974,2021-01-01,RUS_MS1_purchase
595,3842975,2021-01-01,BRA_MS1_install
596,3842976,2021-01-01,
597,3842977,2021-01-01,
598,3842978,2021-01-01,BRA_MS1_install
599,3842979,2021-01-01,
600,3842980,2021-01-01,BRA_MS1_install
601,3842981,2021-01-01,BRA_MS1_install
602,3842982,2021-01-01,BRA_MS1_install
603,3842983,2021-01-01,BRA_MS1_install
604,3842984,2021-01-01,BRA_MS1_install
605,3842985,2021-01-01,
606,3842986,2021-01-01,BRA_MS1_install
607,3842987,2021-01-01,
608,3842988,2021-01-01,BRA_MS1_purchase
609,3842989,2021-01-01,RUS_MS1_install
610,3842990,2021-01-01,BRA_MS1_install
611,3842991,2021-01-01,BRA_MS1_install
612,3842992,2021-01-01,BRA_MS1_install
613,3842993,2021-01-01,
614,3842994,2021-01-01,BRA_MS1_install
615,3842995,2021-01-01,
616,3842996,2021-01-01,BRA_MS1_install
617,3842997,2021-01-01,BRA_MS1_install
618,3842998,2021-01-01,
619,3842999,2021-01-01,
620,3843000,2021-01-01,
621,3843001,2021-01-01,
622,3843002,2021-01-01,BRA_MS1_install
623,3843003,2021-01-01,BRA_MS1_install
624,3843004,2021-01-01,
625,3843005,2021-01-01,BRA_MS1_install
626,3843006,2021-01-01,BRA_MS1_install
627,3843007,2021-01-01,BRA_MS1_install
628,3843008,2021-01-01,BRA_MS1_install
629,3843009,2021-01-01,
630,3843010,2021-01-01,BRA_MS1_install
631,3843011,2021-01-01,BRA_MS1_install
632,3843012,2021-01-01,BRA_MS1_install
633,3843013,2021-01-01,BRA_MS1_install
634,3843014,2021-01-01,
635,3843015,2021-01-01,BRA_MS1_purchase
636,3843016,2021-01-01,BRA_MS1_install
637,3843017,2021-01-01,
638,3843018,2021-01-01,PR_youtube_bloger
639,3843019,2021-01-01,
640,3843020,2021-01-01,
641,3843021,2021-01-01,RUS_MS1_install
642,3843022,2021-01-01,
643,3843023,2021-01-01,RUS_MS1_install
644,3843024,2021-01-01,RUS_MS1_install
645,3843025,2021-01-01,RUS_MS1_install
646,3843026,2021-01-01,BRA_MS1_install
647,3843027,2021-01-01,
648,3843028,2021-01-01,
649,3843029,2021-01-01,BRA_MS1_install
650,3843030,2021-01-01,BRA_MS1_install
651,3843031,2021-01-01,
652,3843032,2021-01-01,
653,3843033,2021-01-01,RUS_MS1_install
654,3843034,2021-01-01,BRA_MS1_install
655,3843035,2021-01-01,
656,3843036,2021-01-01,BRA_MS1_install
657,3843037,2021-01-01,BRA_MS1_install
658,3843038,2021-01-01,
659,3843039,2021-01-01,
660,3843040,2021-01-01,
661,3843041,2021-01-01,BRA_MS1_install
662,3843042,2021-01-01,BRA_MS1_install
663,3843043,2021-01-01,
664,3843044,2021-01-01,BRA_MS1_install
665,3843045,2021-01-01,BRA_MS1_install
666,3843046,2021-01-01,
667,3843047,2021-01-01,
668,3843048,2021-01-01,RUS_MS1_install
669,3843049,2021-01-01,RUS_MS1_install
670,3843050,2021-01-01,
671,3843051,2021-01-01,RUS_MS1_install
672,3843052,2021-01-01,RUS_MS1_install
673,3843053,2021-01-01,
674,3843054,2021-01-01,UKR_MS1_install
675,3843055,2021-01-01,BRA_MS1_install
676,3843056,2021-01-01,BRA_MS1_install
677,3843057,2021-01-01,
678,3843058,2021-01-01,
679,3843059,2021-01-01,
680,3843060,2021-01-01,
681,3843061,2021-01-01,
682,3843062,2021-01-01,
683,3843063,2021-01-01,BRA_MS1_install
684,3843064,2021-01-01,RUS_MS1_install
685,3843065,2021-01-01,RUS_MS1_install
686,3843066,2021-01-01,BRA_MS1_install
687,3843067,2021-01-01,BRA_MS1_install
688,3843068,2021-01-01,UKR_MS1_install
689,3843069,2021-01-01,
690,3843070,2021-01-01,BRA_MS1_install
691,3843071,2021-01-01,BRA_MS1_install
692,3843072,2021-01-01,
693,3843073,2021-01-01,BRA_MS1_install
694,3843074,2021-01-01,BRA_MS1_install
695,3843075,2021-01-01,BRA_MS1_install
696,3843076,2021-01-01,BRA_MS1_install
697,3843077,2021-01-01,BRA_MS1_install
698,3843078,2021-01-01,BRA_MS1_install
699,3843079,2021-01-01,
700,3843080,2021-01-01,
701,3843081,2021-01-01,BRA_MS1_install
702,3843082,2021-01-01,
703,3843083,2021-01-01,
704,3843084,2021-01-01,
705,3843085,2021-01-01,
706,3843086,2021-01-01,BRA_MS1_install
707,3843087,2021-01-01,
708,3843088,2021-01-01,
709,3843089,2021-01-01,BRA_MS1_install
710,3843090,2021-01-01,BRA_MS1_install
711,3843091,2021-01-01,BRA_MS1_install
712,3843092,2021-01-01,BRA_MS1_install
713,3843093,2021-01-01,
714,3843094,2021-01-01,BRA_MS1_install
715,3843095,2021-01-01,
716,3843096,2021-01-01,BRA_MS1_install
717,3843097,2021-01-01,
718,3843098,2021-01-01,
719,3843099,2021-01-01,BRA_MS1_install
